CLAUSE_ID,NUMBER,TEXT_VN,TEXT_EN,TEXT_JP
C0857,3,"Biểu mức và phương thức thanh toán tiền bản quyền sau khi được phê duyệt phải được áp dụng trong thời hạn ít nhất là 3 năm.
Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch xem xét điều chỉnh biểu mức tiền bản quyền trong trường hợp có những thay đổi về chỉ số giá tiêu dùng và tốc độ tăng trưởng kinh tế của đất nước liên quan đến cơ sở để xác định biểu mức. Tổ chức đề xuất xem xét điều chỉnh biểu mức tiền bản quyền bao gồm: Tổ chức đại diện tập thể quyền tác giả, quyền liên quan; Liên đoàn Thương mại và Công nghiệp Việt Nam; cơ quan chuyên môn quản lý nhà nước về quyền tác giả, quyền liên quan của Bộ Văn hóa, Thể thao và Du lịch.","The approved royalty rates and payment methods must be applied for a period of at least 3 years. The Minister of Culture, Sports and Tourism shall consider adjusting the royalty rates in case of changes in the consumer price index and the country's economic growth rate related to the basis for determining the rates. The organizations proposing to consider adjusting the royalty rates include: Collective representative organizations of copyright and related rights; Vietnam Federation of Commerce and Industry; specialized state management agencies of copyright and related rights of the Ministry of Culture, Sports and Tourism.",承認された使用料率及び支払方法は、少なくとも3年間適用されなければならない。文化スポーツ観光大臣は、使用料率の決定の根拠となる消費者物価指数及び国の経済成長率に変化があった場合、使用料率の調整を検討するものとする。使用料率の調整を検討することを提案している団体には、著作権及び著作隣接権の代表団体、ベトナム商工連盟、文化スポーツ観光省の著作権及び著作隣接権に関する専門国家管理機関が含まれる。
C0858,1,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan phải có cơ chế giám sát để bảo đảm các khoản tiền bản quyền thu từ việc cấp phép được lưu trữ trong tài khoản tách biệt với các tài sản, tài khoản, các khoản thu, chi khác của tổ chức, bao gồm cả trường hợp không thể phân chia tiền bản quyền thu được do không tìm thấy hoặc không liên lạc được với tác giả, đồng tác giả, chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền liên quan đã ủy quyền quy định tại khoản 5 Điều 56 Luật Sở hữu trí tuệ.","Collective copyright and related rights organizations must have a monitoring mechanism to ensure that royalties collected from licensing are stored in separate accounts from the organization's other assets, accounts, revenues and expenditures, including cases where royalties cannot be divided due to not being able to find or contact the author, co-author, copyright owner, co-owner of copyright, owner of related rights, or co-owner of related rights who has authorized the provisions of Clause 5, Article 56 of the Law on Intellectual Property.",集団著作権および著作隣接権組織は、知的財産法第 56 条第 5 項の規定を授権した著者、共同著者、著作権者、著作権共同者、著作隣接権者、著作隣接権共同者を検索または連絡できないために著作権を分配できない場合を含め、ライセンスから徴収した使用料が組織のその他の資産、口座、収入および支出とは別の口座に保管されるように監視メカニズムを備えていなければなりません。
C0859,2,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan phân chia tiền bản quyền thu được theo quy định tại các điểm d và e khoản 3 Điều 56 Luật Sở hữu trí tuệ trên cơ sở thỏa thuận với tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan đã ủy quyền theo kỳ hạn và không được để chậm quá 6 tháng kể từ ngày thu được tiền bản quyền, trừ trường hợp có thỏa thuận khác.","The collective representative organization of copyright and related rights shall divide the collected royalties according to the provisions in Points d and e, Clause 3, Article 56 of the Law on Intellectual Property based on the agreement with the author, copyright owner, or related rights owner who has authorized the organization for a certain period of time and must not be delayed for more than 6 months from the date of collection of royalties, unless otherwise agreed.",著作権及び著作隣接権の集団的代表組織は、一定期間その組織に授権した著作者、著作権者、著作隣接権者との合意に基づき、知的財産法第56条第3項d及びeの規定に従って徴収した使用料を分配するものとし、別途合意がない限り、使用料徴収日から6ヶ月以上遅延してはならない。
C0860,3,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan được giữ lại một khoản tiền trên tổng số tiền bản quyền thu được để chi cho việc thực hiện nhiệm vụ của tổ chức theo quy định tại điểm đ khoản 3 Điều 56 Luật Sở hữu trí tuệ.
Chi phí cho việc thực hiện nhiệm vụ của tổ chức là tổng các khoản chi cho các hoạt động do tổ chức đại diện tập thể quyền tác giả, quyền liên quan thực hiện theo ủy quyền của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, các chi phí quản lý khác nhưng không được vượt quá các chi phí hợp lý để quản lý quyền tác giả, quyền liên quan theo từng giai đoạn phát triển của tổ chức. Chi phí phải được ghi nhận trong các báo cáo quyết toán tài chính của tổ chức đại diện tập thể quyền tác giả, quyền liên quan sau khi có xác nhận của cơ quan kiểm toán độc lập.","The collective representative organization of copyright and related rights shall retain an amount of money from the total amount of royalties collected to pay for the performance of the organization's tasks as prescribed in Point d, Clause 3, Article 56 of the Law on Intellectual Property. The cost of performing the organization's tasks is the total cost of activities performed by the collective representative organization of copyright and related rights under the authorization of the author, copyright owner, related rights owner, and other management costs, but must not exceed the reasonable costs for managing copyright and related rights at each stage of the organization's development. The costs must be recorded in the financial settlement reports of the collective representative organization of copyright and related rights after confirmation by an independent auditing agency.",著作権及び著作隣接権の集団的代表組織は、知的財産法第56条第3項d号の規定に従い、徴収した使用料総額から一定額を留保して、組織の任務遂行費用に充てなければならない。組織の任務遂行費用とは、著作者、著作権者、著作隣接権者の許諾を得て著作権及び著作隣接権の集団的代表組織が行った活動に要した費用及びその他の管理費用の総額をいい、組織の発展の各段階における著作権及び著作隣接権の管理に要した合理的な費用を超えてはならない。当該費用は、独立した監査機関の確認を得た上で、著作権及び著作隣接権の集団的代表組織の財務決算報告書に計上されなければならない。
C0861,4,"Khoản tiền giữ lại phải trên cơ sở thỏa thuận của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan đã ủy quyền, có thể được điều chỉnh phù hợp theo giai đoạn và phải đáp ứng điều kiện sau:
a) Không quá 40% tổng số tiền bản quyền thu được trong thời hạn 5 năm đầu tiên sau khi tổ chức thành lập;
b) Không quá 30% tổng số tiền bản quyền thu được trong thời hạn 5 năm tiếp theo;
c) Không quá 25% tổng số tiền bản quyền thu được đối với tổ chức đã thành lập từ 10 năm trở lên.","The amount of retention must be based on the agreement of the author, copyright owner, and authorized related rights owner, and can be adjusted appropriately according to the stage and must meet the following conditions:
a) Not more than 40% of the total amount of royalties collected within the first 5 years after the organization's establishment;
b) Not more than 30% of the total amount of royalties collected within the next 5 years;
c) Not more than 25% of the total amount of royalties collected for organizations that have been established for 10 years or more.","留保額は、著作者、著作権者、および許諾された著作隣接権者の合意に基づき、段階に応じて適切に調整され、以下の条件を満たす必要があります。
a) 団体設立後5年間の徴収ロイヤルティ総額の40%以下。
b) 次の5年間の徴収ロイヤルティ総額の30%以下。
c) 設立後10年以上経過した団体の場合は、徴収ロイヤルティ総額の25%以下。"
C0862,5,"Trường hợp tổ chức thực hiện thu, phân chia tiền bản quyền theo ủy quyền của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan mà không phải tổ chức đại diện tập thể quyền tác giả, quyền liên quan thì thực hiện theo quy định tại điểm c khoản 2 Điều 57 của Luật Sở hữu trí tuệ và Điều 55 của Nghị định này, đồng thời phải thực hiện các nghĩa vụ tương ứng của tổ chức đại diện tập thể quyền tác giả, quyền liên quan quy định tại khoản 2 Điều này, các Điều 53 và 54 của Nghị định này.","In case the organization collects and distributes royalties under the authorization of the author, copyright owner, or related rights owner, but is not a collective representative organization of copyright or related rights, it shall comply with the provisions at Point c, Clause 2, Article 57 of the Law on Intellectual Property and Article 55 of this Decree, and must also perform the corresponding obligations of a collective representative organization of copyright or related rights as prescribed in Clause 2 of this Article, Articles 53 and 54 of this Decree.",著作者、著作権者、著作隣接権者の許諾を得て著作権料を徴収・分配する団体であっても、著作権または著作隣接権の集団的代表団体でない場合は、知的財産法第57条第2項c号及び本政令第55条の規定を遵守するとともに、本条第2項、第53条及び第54条に規定する著作権または著作隣接権の集団的代表団体としての相応の義務を履行しなければならない。
C0863,1,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan không tìm thấy hoặc không liên lạc được với tác giả, đồng tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền liên quan đã ủy quyền theo quy định tại khoản 5 Điều 56 của Luật Sở hữu trí tuệ phải đăng tải công khai thông tin tìm kiếm liên quan trên trang thông tin điện tử của tổ chức mình.
Sau 6 tháng kể từ khi đăng tải thông tin, tổ chức đại diện tập thể quyền tác giả, quyền liên quan phải chuyển khoản tiền bản quyền thu được vào một tài khoản ngân hàng mở chung cho các tác giả, đồng tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền liên quan đã ủy quyền mà không tìm thấy hoặc không liên lạc được.
Trường hợp tìm thấy hoặc liên lạc được với tác giả, đồng tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền liên quan đã ủy quyền, tổ chức đại diện tập thể quyền tác giả, quyền liên quan thực hiện phân chia khoản tiền bản quyền thu được theo thỏa thuận.","The collective representative organization of copyright and related rights that cannot find or cannot contact the author, co-author, copyright owner, related right owner, co-owner of copyright, co-owner of related rights authorized under Clause 5, Article 56 of the Law on Intellectual Property must publicly post the relevant search information on its website.

After 6 months from the posting of information, the collective representative organization of copyright and related rights must transfer the collected royalties to a joint bank account for the authors, co-authors, copyright owners, related right owners, co-owners of copyright, co-owners of related rights authorized but cannot find or cannot contact.

In case the author, co-author, copyright owner, related rights owner, co-copyright owner, co-owner of related rights who has authorized is found or contacted, the organization representing the collective copyright and related rights shall divide the collected royalties according to the agreement.","知的財産法第56条第5項の規定により委任を受けた著作者、共同著作者、著作権者、著作隣接権者、著作権共有者、著作隣接権共有者を発見できない、又は連絡が取れない著作権及び著作隣接権集団代表組織は、当該検索情報を当該団体のウェブサイトにおいて公表しなければならない。

情報掲載後6ヶ月を経過した場合、著作権及び著作隣接権集団代表組織は、徴収した使用料を、委任を受けた著作者、共同著作者、著作権者、著作隣接権者、著作権共有者、著作隣接権共有者、著作隣接権共有者のための共同銀行口座に振り込まなければならない。

委任を受けた著作者、共同著作者、著作権者、著作隣接権者、共同著作権者、著作隣接権共有者を発見できる、又は連絡が取れない場合、著作権及び著作隣接権集団代表組織は、徴収した使用料を合意に基づき分配するものとする。"
C0864,2,"Sau 5 năm tìm kiếm để phân chia tiền bản quyền thu được mà vẫn không tìm thấy hoặc không liên lạc được với tác giả, đồng tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền liên quan đã ủy quyền thì bàn giao khoản tiền này, các khoản lãi ngân hàng phát sinh và các tài liệu liên quan đến việc ủy quyền, thu tiền bản quyền về cơ quan nhà nước có thẩm quyền quản lý sau khi trừ chi phí quản lý, tìm kiếm theo quy định của pháp luật.","After 5 years of searching to divide the collected royalties but still cannot find or contact the author, co-author, copyright owner, related rights owner, co-copyright owner, related rights owner who authorized, then hand over this amount, the bank interest incurred and documents related to the authorization and collection of royalties to the competent state management agency after deducting management and searching costs according to the provisions of law.",徴収した著作権料を分配するために5年間捜索したが、依然として著作者、共著者、著作権者、著作隣接権者、共同著作権者、著作隣接権者に会えず、連絡も取れない場合は、法律の規定に従って管理費と捜索費を差し引いた後、この金額と発生した銀行利息、著作権料の授権と徴収に関する書類を管轄の国家管理機関に引き渡します。
C0865,3,"Sau khi nhận bàn giao, cơ quan nhà nước có thẩm quyền tiếp tục đăng tải thông báo tìm kiếm trên trang thông tin điện tử về quyền tác giả, quyền liên quan trong thời hạn 5 năm và quản lý tiền bản quyền theo quy định tại khoản 8 Điều 23 của Nghị định này.","After receiving the handover, the competent state agency shall continue to post the search notice on the electronic information page on copyright and related rights for a period of 5 years and manage royalties according to the provisions of Clause 8, Article 23 of this Decree.",管轄の国家機関は、引渡しを受けた後、5年間著作権及び関連する権利に関する電子情報ページに検索通知を掲載し続け、本政令第23条第8項の規定に従って使用料を管理するものとする。
C0866,4,"Trong thời hạn quy định tại các khoản 2 và 3 Điều này, trường hợp có Bản án hay Quyết định có hiệu lực pháp luật của Tòa án có thẩm quyền xác định tác giả, đồng tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền liên quan đã mất tích, đã chết (đối với cá nhân) hoặc đã giải thể, phá sản (đối với tổ chức), khoản tiền bản quyền thu được, các khoản lãi ngân hàng phát sinh (nếu có) sau khi trừ chi phí quản lý, tìm kiếm được trả cho người thụ hưởng theo quy định của pháp luật có liên quan.","Within the time limit specified in Clauses 2 and 3 of this Article, in case there is a Judgment or Decision with legal effect of a competent Court determining that the author, co-author, copyright owner, related rights owner, co-owner of copyright, co-owner of related rights has gone missing, died (for individuals) or has dissolved or gone bankrupt (for organizations), the copyright fees collected and bank interest arising (if any) after deducting management and search costs shall be paid to the beneficiary in accordance with relevant laws.",本条第 2 項および第 3 項で指定された期限内に、管轄裁判所が著作者、共同著作者、著作権者、著作隣接権者、著作権共有者、著作隣接権共有者が行方不明、死亡（個人の場合）または解散もしくは破産（組織の場合）を認定する法的効力のある判決または決定があった場合、管理および検索費用を差し引いた後の著作権料と発生した銀行利息（ある場合）は、関連法に従って受益者に支払われるものとします。
C0867,1,"Trường hợp tác phẩm, bản ghi âm, ghi hình được sử dụng theo quy định tại khoản 1 Điều 26 và khoản 1 Điều 33 của Luật Sở hữu trí tuệ đã được chủ sở hữu quyền tác giả, người biểu diễn, chủ sở hữu quyền liên quan ủy quyền cho các tổ chức đại diện tập thể quyền tác giả, quyền liên quan, các tổ chức này có thể thỏa thuận, thống nhất, ủy quyền đàm phán, thu tiền bản quyền theo quy định của pháp luật. Tỷ lệ phân chia tiền bản quyền thu được do các tổ chức này tự thỏa thuận; trường hợp không đạt được thỏa thuận thì thực hiện theo quy định tại khoản 3 Điều 34 của Nghị định này.","In cases where works, audio recordings, and video recordings used in accordance with the provisions of Clause 1, Article 26 and Clause 1, Article 33 of the Law on Intellectual Property have been authorized by copyright owners, performers, and owners of related rights to collective copyright and related rights representative organizations, these organizations may negotiate, agree, authorize negotiations, and collect royalties in accordance with the provisions of law. The ratio of distribution of royalties collected shall be agreed upon by these organizations; in case no agreement is reached, the provisions of Clause 3, Article 34 of this Decree shall apply.",知的財産法第26条第1項及び第33条第1項の規定に従って使用される著作物、録音録画物及び録画物について、著作権者、実演家及び著作隣接権者から著作権及び著作隣接権の団体代表団体に許諾を得た場合、これらの団体は、法律の規定に従って、協議、合意、協議の委任及び使用料の徴収を行うことができる。徴収された使用料の分配割合は、これらの団体が合意するものとする。合意に至らない場合は、本政令第34条第3項の規定が適用される。
C0868,2,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan ủy quyền có trách nhiệm xây dựng danh mục hội viên, tác phẩm, bản ghi âm, ghi hình, chương trình phát sóng của hội viên và chịu trách nhiệm khi ký hợp đồng ủy quyền cho tổ chức đại diện tập thể quyền tác giả, quyền liên quan nhận ủy quyền đại diện đàm phán thỏa thuận, thu tiền bản quyền.","The authorized collective representative organization of copyright and related rights is responsible for building a list of members, works, audio and video recordings, and broadcast programs of members and is responsible for signing a contract authorizing the collective representative organization of copyright and related rights to receive authorization to negotiate agreements and collect royalties.",公認された著作権および関連する権利の集団的代表組織は、会員、会員の作品、オーディオおよびビデオの記録、および放送番組のリストを作成する責任があり、著作権および関連する権利の集団的代表組織が契約の交渉と使用料の徴収の権限を受け取ることを認める契約に署名する責任があります。
C0869,3,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan nhận ủy quyền có trách nhiệm đàm phán thỏa thuận thu tiền bản quyền theo danh mục hội viên, tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng được quy định tại hợp đồng ủy quyền.","The authorized collective copyright and related rights organization is responsible for negotiating and agreeing on the collection of royalties according to the list of members, works, performances, audio and video recordings, and broadcast programs specified in the authorization contract.",許諾を受けた著作権及び著作隣接権の団体は、許諾契約書に定められた構成員、著作物、実演、録音・録画、放送番組等のリストに基づいて、著作権料の徴収について交渉し合意する責任を負います。
C0870,1,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan phải tổ chức Đại hội và Hội nghị thường niên.",Collective representative organizations of copyright and related rights must organize annual Congresses and Conferences.,著作権および関連する権利の集団的代表組織は、毎年会議およびカンファレンスを開催する必要があります。
C0871,2,"Đại hội quyết định các nội dung sau:
a) Sửa tên tổ chức; sửa đổi, bổ sung điều lệ (nếu có);
b) Thay đổi nhân sự của các chức danh lãnh đạo, quản lý, kiểm soát của tổ chức;
c) Các nội dung khác theo quy định của pháp luật có liên quan và điều lệ của tổ chức.","The Congress decides on the following contents:
a) Change the organization's name; amend and supplement the charter (if any);
b) Change the personnel of the organization's leadership, management and control positions;
c) Other contents according to the provisions of relevant laws and the organization's charter.","大会は、以下の内容を決定する。
a) 組織の名称の変更、定款（ある場合）の改正および補足
b) 組織の指導部、管理部、および統制部の人事変更
c) 関連法令および組織定款の規定に従ったその他の内容"
C0872,3," Hội nghị thường niên bao gồm các nội dung sau:
a) Sửa đổi quy chế hoạt động của tổ chức, nếu nội dung quy chế chưa được điều chỉnh bởi điều lệ;
b) Báo cáo việc thực hiện nghĩa vụ của thành viên, phê duyệt tiền lương và các phúc lợi khác cho thành viên thực hiện nhiệm vụ lãnh đạo, quản lý, kiểm soát của tổ chức;
c) Báo cáo hoạt động, báo cáo tài chính của tổ chức;
d) Quyết định tỷ lệ phần trăm khoản tiền giữ lại theo quy định tại khoản 4 Điều 48 của Nghị định này;
đ) Thông qua Quy chế thu và phân chia tiền bản quyền;
e) Các nội dung khác theo quy định của pháp luật có liên quan và điều lệ của tổ chức.","The annual conference includes the following contents:
a) Amending the organization's operating regulations, if the contents of the regulations have not been adjusted by the charter;
b) Reporting on the performance of members' obligations, approving salaries and other benefits for members performing leadership, management and control tasks of the organization;
c) Reporting on the organization's activities and financial statements;
d) Deciding on the percentage of the amount of money to be retained as prescribed in Clause 4, Article 48 of this Decree;
dd) Approving the Regulations on collection and distribution of royalties;
e) Other contents as prescribed by relevant laws and the organization's charter.","年次総会には、以下の内容が含まれます。
a) 定款により運営規則の内容が変更されていない場合、組織の運営規則を改正すること。
b) 構成員の義務履行状況の報告、組織の指導、管理及び統制の任務を遂行する構成員の給与及びその他の手当の承認。
c) 組織の活動及び財務諸表に関する報告。
d) 本政令第48条第4項に規定される留保金の割合の決定。
dd) ロイヤルティの徴収及び分配に関する規則の承認。
e) 関係法令及び組織の定款に規定されるその他の内容。"
C0873,4,"Thành viên thực hiện nhiệm vụ lãnh đạo, quản lý, kiểm soát của tổ chức phải bao gồm hội viên ủy quyền.","Members performing leadership, management and control duties of the organization must include authorized members.",組織のリーダーシップ、管理、制御の任務を遂行するメンバーには、権限のあるメンバーを含める必要があります。
C0874,1,"Hội viên của tổ chức đại diện tập thể quyền tác giả, quyền liên quan bao gồm:
a) Hội viên ủy quyền là tổ chức, cá nhân sở hữu một, một số hoặc toàn bộ các quyền tài sản quy định tại khoản 1 Điều 20, khoản 3 Điều 29, khoản 1 Điều 30 hoặc khoản 1 Điều 31 của Luật Sở hữu trí tuệ có ủy quyền bằng văn bản cho tổ chức đại diện tập thể quyền tác giả, quyền liên quan về việc quản lý quyền tài sản thuộc sở hữu của mình để thực hiện các hoạt động theo quy định tại khoản 2 Điều 56 Luật Sở hữu trí tuệ;
b) Các hội viên khác theo quy định của pháp luật.","Members of the collective representative organization of copyright and related rights include:
a) Authorized members are organizations and individuals who own one, some or all of the property rights specified in Clause 1, Article 20, Clause 3, Article 29, Clause 1, Article 30 or Clause 1, Article 31 of the Law on Intellectual Property and have authorized in writing the collective representative organization of copyright and related rights to manage the property rights under their ownership to carry out activities as prescribed in Clause 2, Article 56 of the Law on Intellectual Property;
b) Other members as prescribed by law.","著作権及び著作隣接権の集団的代表組織の構成員には、以下の者が含まれる。
a) 授権構成員は、知的財産法第20条第1項、第29条第3項、第30条第1項又は第31条第1項に規定する財産権の1つ、一部又は全部を所有し、かつ、その所有に係る財産権の管理について、知的財産法第56条第2項に規定する活動を行うことを著作権及び著作隣接権の集団的代表組織に書面により授権した組織及び個人である。
b) 法律で定めるその他の構成員。"
C0875,2,"Hội viên ủy quyền có quyền tham gia và biểu quyết trong Đại hội, Hội nghị thường niên hoặc ủy quyền cho tổ chức, cá nhân khác tham gia và biểu quyết theo quy định của pháp luật.","Authorized members have the right to participate and vote in the Congress, Annual Meeting or authorize other organizations or individuals to participate and vote in accordance with the provisions of law.",権限のある会員は、法律の規定に従って、大会、年次総会に参加し投票する権利、または他の組織または個人に参加と投票を許可する権利を有します。
C0876,3,"Phiếu biểu quyết tại Đại hội và Hội nghị thường niên của hội viên ủy quyền được tính theo tỷ lệ tác phẩm, cuộc biểu diễn đã được định hình, bản ghi âm, ghi hình, chương trình phát sóng đã được định hình và tiền bản quyền thu được mà hội viên đó đã ủy quyền cho tổ chức đại diện tập thể quyền tác giả, quyền liên quan.","The votes at the Congress and Annual Meeting of authorized members are calculated according to the ratio of works, fixed performances, sound recordings, video recordings, broadcasts and royalties collected that the member has authorized to the collective representative organization of copyright and related rights.",授権会員の大会および年次総会における投票数は、会員が著作権および関連する権利の集団的代表組織に授権した作品、固定公演、録音、録画、放送および徴収された使用料の割合に応じて計算されます。
C0877,1,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan phải công khai tại Hội nghị thường niên và đăng tải trên trang thông tin điện tử của tổ chức Báo cáo thường niên, Báo cáo tài chính năm đã được kiểm toán, trong đó có doanh thu từ việc cấp phép, khoản phải trả, khoản đã trả, khoản đã thu nhưng không tìm thấy hoặc không liên lạc được với tác giả, đồng tác giả, chủ sở hữu quyền tác giả, đồng chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan, đồng chủ sở hữu quyền liên quan đã ủy quyền quy định tại khoản 5 Điều 56 Luật Sở hữu trí tuệ, khoản giữ lại, các khoản thuế, phí, lệ phí, khoản lãi phát sinh từ tiền bản quyền chưa phân chia (nếu có).","The organization representing collective copyright and related rights must publicly disclose at the Annual Conference and post on the organization's website the Annual Report and the audited annual Financial Report, including revenue from licensing, payables, paid amounts, amounts collected but the author, co-author, copyright owner, co-owner of copyright, related right owner, co-owner of related rights authorized by the provisions of Clause 5, Article 56 of the Law on Intellectual Property, retentions, taxes, fees, charges, and interest arising from undistributed royalties (if any).",集団著作権および関連する権利を代表する組織は、ライセンスによる収益、未払い金、支払額、著者、共同著者、著作権者、著作権の共同所有者、関連する権利者、知的財産法第 56 条第 5 項の規定により許可された関連する権利の共同所有者が徴収した金額、保留金、税金、料金、手数料、未分配ロイヤルティから生じる利息 (ある場合) を含む年次報告書および監査済みの年次財務報告書を年次総会で公開し、組織の Web サイトに掲載する必要があります。
C0878,2,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan thông tin công khai trên trang thông tin điện tử của tổ chức mình về các nội dung:
a) Tên tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan;
b) Đối với cá nhân: Ngày, tháng, năm sinh; năm chết (nếu có). Đối với tổ chức: Ngày, tháng, năm thành lập; năm giải thể (nếu có);
c) Tên tác phẩm, tên đối tượng quyền liên quan (cuộc biểu diễn; bản ghi âm, ghi hình; chương trình phát sóng);
d) Nội dung tác phẩm; nội dung cuộc biểu diễn; nội dung bản ghi âm, ghi hình; nội dung chương trình phát sóng;
đ) Phạm vi ủy quyền; hiệu lực hợp đồng ủy quyền;
e) Hoạt động cấp phép, thu và phân chia tiền bản quyền;
g) Hoạt động của các tổ chức đại diện tập thể quyền tác giả, quyền liên quan;
h) Các thông tin liên quan khác.","Collective copyright and related rights organizations shall publicly disclose on their websites the following information:
a) Name of the author, copyright owner, related rights owner;
b) For individuals: Date of birth; year of death (if any). For organizations: Date of establishment; year of dissolution (if any);
c) Name of the work, name of the related rights object (performance; audio or video recording; broadcast program);
d) Content of the work; content of the performance; content of the audio or video recording; content of the broadcast program;
dd) Scope of authorization; validity of the authorization contract;
e) Licensing activities, collection and distribution of royalties;
g) Activities of collective copyright and related rights organizations;
h) Other relevant information.","著作権及び著作隣接権団体は、ウェブサイトにおいて、以下の情報を公表しなければならない。
a) 著作者、著作権者、著作隣接権者の氏名
b) 個人の場合：生年月日、没年（該当する場合）。団体の場合：設立年月日、解散年（該当する場合）。
c) 著作物名、著作隣接権の対象（実演、録音・録画、放送番組）の名称
d) 著作物の内容、実演の内容、録音・録画の内容、放送番組の内容
dd) 許諾の範囲、許諾契約の有効性
e) 許諾活動、使用料の徴収及び分配
g) 著作権及び著作隣接権団体の活動
h) その他の関連情報"
C0879,3,"Khi thực hiện phân chia tiền bản quyền thu được cho tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan đã ủy quyền theo quy định tại khoản 2 Điều 48 của Nghị định này, tổ chức đại diện tập thể quyền tác giả, quyền liên quan phải gửi kèm các thông tin sau:
a) Các khoản phải trả đối với mỗi tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng được cấp phép sử dụng, trong đó nêu rõ các quyền được cấp phép và mục đích sử dụng;
b) Khoảng thời gian diễn ra việc sử dụng làm căn cứ để thu và phân chia tiền bản quyền.","When distributing royalties collected to authors, copyright owners, and related rights owners authorized under Clause 2, Article 48 of this Decree, the organization representing the collective copyright and related rights must attach the following information:
a) Amounts payable for each work, performance, sound recording, video recording, or broadcast program licensed for use, clearly stating the licensed rights and purposes of use;
b) The period of time during which the use takes place as the basis for collecting and distributing royalties.","本政令第48条第2項に基づき権限を与えられた著作者、著作権者及び著作隣接権者に徴収した使用料を分配する場合、著作権及び著作隣接権の集団代表団体は、以下の情報を添付しなければならない。
a) 使用許諾を受けた著作物、実演、録音、録画又は放送番組ごとに支払われる金額。これには、許諾された権利及び使用目的が明記されている。
b) 使用料の徴収及び分配の根拠となる使用期間。"
